	Sample	MAG	Step	expr
0	Control	C. subterraneus UNIPD13	WL_01	31.652887370262857
1640	AA+Ab	Symbiobacterium sp. UNIPD15	WL_01	49.84203933050254
1639	AA	Symbiobacterium sp. UNIPD15	WL_01	103.9848338083409
441	Control	Tepidimicrobiaceae sp. UNIPD26	WL_01	6.306501166531543
442	AA	Tepidimicrobiaceae sp. UNIPD26	WL_01	6.6652758393952505
443	AA+Ab	Tepidimicrobiaceae sp. UNIPD26	WL_01	4.927521730103851
1638	Control	Symbiobacterium sp. UNIPD15	WL_01	145.77246486480658
504	Control	Tepidanaerobacteraceae sp. UNIPD3	WL_01	6.424592239024599
505	AA	Tepidanaerobacteraceae sp. UNIPD3	WL_01	9.125452186757096
506	AA+Ab	Tepidanaerobacteraceae sp. UNIPD3	WL_01	9.959856329529206
1576	AA	Moorella thermoacetica UNIPD30	WL_01	1.8289002482629397
1575	Control	Moorella thermoacetica UNIPD30	WL_01	2.1655778036386484
567	Control	S. terraclitae UNIPD18	WL_01	3.5478594414704236
568	AA	S. terraclitae UNIPD18	WL_01	1.0584498359559482
569	AA+Ab	S. terraclitae UNIPD18	WL_01	1.4771230972688034
1514	AA+Ab	Carbobacillus sp. UNIPD11	WL_01	0.5769091375025202
380	AA+Ab	Tepidanaerobacteraceae sp. UNIPD32	WL_01	2.8102959257458857
1513	AA	Carbobacillus sp. UNIPD11	WL_01	0.911722238788764
379	AA	Tepidanaerobacteraceae sp. UNIPD32	WL_01	3.245952938978412
1701	Control	Firmicutes sp. UNIPD31	WL_01	
191	AA+Ab	Acetivibrionales sp. UNIPD20	WL_01	1.2762455056498023
1829	AA+Ab	Moorellia sp. UNIPD5	WL_01	30.928710094318344
1828	AA	Moorellia sp. UNIPD5	WL_01	6.954233103825175
1827	Control	Moorellia sp. UNIPD5	WL_01	25.654369440385832
252	Control	Lutisporaceae sp. UNIPD17	WL_01	12.444082931221988
253	AA	Lutisporaceae sp. UNIPD17	WL_01	6.7350357264624305
254	AA+Ab	Lutisporaceae sp. UNIPD17	WL_01	1.3652252743597693
1766	AA+Ab	Tepidimicrobiaceae sp. UNIPD23	WL_01	2.0498787893271913
1765	AA	Tepidimicrobiaceae sp. UNIPD23	WL_01	1.8609086584799126
1764	Control	Tepidimicrobiaceae sp. UNIPD23	WL_01	1.5823472546833737
315	Control	Peptostreptococcales sp. UNIPD2	WL_01	1.0010042876501066
316	AA	Peptostreptococcales sp. UNIPD2	WL_01	1.0010042876501066
317	AA+Ab	Peptostreptococcales sp. UNIPD2	WL_01	1.0010042876501066
1703	AA+Ab	Firmicutes sp. UNIPD31	WL_01	
1702	AA	Firmicutes sp. UNIPD31	WL_01	
378	Control	Tepidanaerobacteraceae sp. UNIPD32	WL_01	1.8215200964574547
190	AA	Acetivibrionales sp. UNIPD20	WL_01	1.276245505649802
1512	Control	Carbobacillus sp. UNIPD11	WL_01	0.7618147694720637
694	AA	Bacilli sp. UNIPD10	WL_01	
945	Control	G. thermodenitrificans UNIPD6	WL_01	0.3643926244575945
946	AA	G. thermodenitrificans UNIPD6	WL_01	0.3643926244575945
947	AA+Ab	G. thermodenitrificans UNIPD6	WL_01	0.3643926244575945
1199	AA+Ab	T. xylanilyticum UNIPD19	WL_01	1.5803338099889135
1198	AA	T. xylanilyticum UNIPD19	WL_01	2.5394937211075193
1197	Control	T. xylanilyticum UNIPD19	WL_01	1.5518195219045572
1008	Control	Peptococcales sp. UNIPD29	WL_01	1.2323329107147025
1009	AA	Peptococcales sp. UNIPD29	WL_01	1.2963967662395897
1010	AA+Ab	Peptococcales sp. UNIPD29	WL_01	1.2003009829522588
1136	AA+Ab	Limnochordia sp. UNIPD14	WL_01	79.85109645573651
1135	AA	Limnochordia sp. UNIPD14	WL_01	45.0053949495765
1134	Control	Limnochordia sp. UNIPD14	WL_01	36.83238129405912
1071	Control	Aeribacillus composti  UNIPD16	WL_01	0.33978933061501876
1072	AA	Aeribacillus composti  UNIPD16	WL_01	0.33978933061501876
1073	AA+Ab	Aeribacillus composti  UNIPD16	WL_01	0.3397893306150187
1323	Control	Limnochordia sp. UNIPD22	WL_01	8.7600866028658
693	Control	Bacilli sp. UNIPD10	WL_01	
884	AA+Ab	Bacteria sp. UNIPD9	WL_01	2.351281316899023
882	Control	Bacteria sp. UNIPD9	WL_01	8.43038655249571
695	AA+Ab	Bacilli sp. UNIPD10	WL_01	
1451	AA+Ab	Tissierellaceae sp. UNIPD12	WL_01	113.93604499568585
1450	AA	Tissierellaceae sp. UNIPD12	WL_01	70.59084954750726
1449	Control	Tissierellaceae sp. UNIPD12	WL_01	151.38076649908217
756	Control	Tepidanaerobacteraceae sp. UNIPD1	WL_01	1.3012016879714932
757	AA	Tepidanaerobacteraceae sp. UNIPD1	WL_01	1.3012016879714932
758	AA+Ab	Tepidanaerobacteraceae sp. UNIPD1	WL_01	1.3012016879714934
1388	AA+Ab	C. subterraneus  UNIPD8	WL_01	126.63912207729093
1387	AA	C. subterraneus  UNIPD8	WL_01	97.02688004390613
1386	Control	C. subterraneus  UNIPD8	WL_01	34.93174097599512
819	Control	Peptococcales sp. UNIPD24	WL_01	2.2964147696727424
820	AA	Peptococcales sp. UNIPD24	WL_01	2.673265747411959
821	AA+Ab	Peptococcales sp. UNIPD24	WL_01	1.7380776027739298
1325	AA+Ab	Limnochordia sp. UNIPD22	WL_01	5.292920588082844
1324	AA	Limnochordia sp. UNIPD22	WL_01	1.6871319920811896
883	AA	Bacteria sp. UNIPD9	WL_01	6.175035777255945
189	Control	Acetivibrionales sp. UNIPD20	WL_01	1.276245505649802
1577	AA+Ab	Moorella thermoacetica UNIPD30	WL_01	3.2543705345343334
1892	AA+Ab	Moorellia sp. UNIPD25	WL_01	1.449921340926822
1891	AA	Moorellia sp. UNIPD25	WL_01	1.2454419812673023
64	AA	Tepidanaerobacteraceae sp. UNIPD27	WL_01	5.948267105180697
1953	Control	P. thermosuccinogenes UNIPD28	WL_01	1.5046677012054377
1955	AA+Ab	P. thermosuccinogenes UNIPD28	WL_01	1.7238402247037605
1890	Control	Moorellia sp. UNIPD25	WL_01	1.3061464116365722
63	Control	Tepidanaerobacteraceae sp. UNIPD27	WL_01	7.237781930673031
1954	AA	P. thermosuccinogenes UNIPD28	WL_01	0.9806202848584411
65	AA+Ab	Tepidanaerobacteraceae sp. UNIPD27	WL_01	8.09615741784477
128	AA+Ab	Firmicutes sp. UNIPD7	WL_01	2.1152072164289715
127	AA	Firmicutes sp. UNIPD7	WL_01	2.884978597394833
126	Control	Firmicutes sp. UNIPD7	WL_01	1.4091862346482962
1	AA	C. subterraneus UNIPD13	WL_01	99.82260599819962
2	AA+Ab	C. subterraneus UNIPD13	WL_01	112.7184167068849
1883	AA+Ab	Moorellia sp. UNIPD5	WL_02	61.05044453762494
623	AA+Ab	S. terraclitae UNIPD18	WL_02	0.5984440454817475
622	AA	S. terraclitae UNIPD18	WL_02	0.5984440454817475
1377	Control	Limnochordia sp. UNIPD22	WL_02	3.2154833938266525
1504	AA	Tissierellaceae sp. UNIPD12	WL_02	487.1512553311338
938	AA+Ab	Bacteria sp. UNIPD9	WL_02	
621	Control	S. terraclitae UNIPD18	WL_02	0.7979253939756633
1503	Control	Tissierellaceae sp. UNIPD12	WL_02	702.0542431071767
1755	Control	Firmicutes sp. UNIPD31	WL_02	0.6045436646361778
496	AA	Tepidimicrobiaceae sp. UNIPD26	WL_02	9.021791098776257
1756	AA	Firmicutes sp. UNIPD31	WL_02	1.2209910957775663
1757	AA+Ab	Firmicutes sp. UNIPD31	WL_02	1.2066193200486515
1190	AA+Ab	Limnochordia sp. UNIPD14	WL_02	78.69192678059935
308	AA+Ab	Lutisporaceae sp. UNIPD17	WL_02	0.7614666413342684
307	AA	Lutisporaceae sp. UNIPD17	WL_02	3.1134176777569365
306	Control	Lutisporaceae sp. UNIPD17	WL_02	5.133711983452728
497	AA+Ab	Tepidimicrobiaceae sp. UNIPD26	WL_02	13.778860141017624
874	AA	Peptococcales sp. UNIPD24	WL_02	2.107181321121948
495	Control	Tepidimicrobiaceae sp. UNIPD26	WL_02	9.364871772747437
937	AA	Bacteria sp. UNIPD9	WL_02	
369	Control	Peptostreptococcales sp. UNIPD2	WL_02	0.5984440454817475
1629	Control	Moorella thermoacetica UNIPD30	WL_02	1.3611551613803572
434	AA+Ab	Tepidanaerobacteraceae sp. UNIPD32	WL_02	3.8632630930887064
433	AA	Tepidanaerobacteraceae sp. UNIPD32	WL_02	7.36904930596561
432	Control	Tepidanaerobacteraceae sp. UNIPD32	WL_02	1.4597796014840434
873	Control	Peptococcales sp. UNIPD24	WL_02	1.565467306060805
875	AA+Ab	Peptococcales sp. UNIPD24	WL_02	4.255904827035435
747	Control	Bacilli sp. UNIPD10	WL_02	1.294259255108983
1946	AA+Ab	Moorellia sp. UNIPD25	WL_02	0.5952380952380953
1253	AA+Ab	T. xylanilyticum UNIPD19	WL_02	1.5546748166064575
1252	AA	T. xylanilyticum UNIPD19	WL_02	4.564124393486928
748	AA	Bacilli sp. UNIPD10	WL_02	1.1985164251572722
1631	AA+Ab	Moorella thermoacetica UNIPD30	WL_02	3.421841350673545
1505	AA+Ab	Tissierellaceae sp. UNIPD12	WL_02	449.74008318361734
936	Control	Bacteria sp. UNIPD9	WL_02	
1251	Control	T. xylanilyticum UNIPD19	WL_02	1.232381750175376
749	AA+Ab	Bacilli sp. UNIPD10	WL_02	0.6889071576941392
1692	Control	Symbiobacterium sp. UNIPD15	WL_02	3.4214890328610834
1693	AA	Symbiobacterium sp. UNIPD15	WL_02	3.8201935613430593
1694	AA+Ab	Symbiobacterium sp. UNIPD15	WL_02	1.7543710692009307
117	Control	Tepidanaerobacteraceae sp. UNIPD27	WL_02	1.7604916376997837
118	AA	Tepidanaerobacteraceae sp. UNIPD27	WL_02	90.14787769592857
119	AA+Ab	Tepidanaerobacteraceae sp. UNIPD27	WL_02	121.51322939249673
1442	AA+Ab	C. subterraneus  UNIPD8	WL_02	119.9347426680449
1441	AA	C. subterraneus  UNIPD8	WL_02	75.22233072182915
371	AA+Ab	Peptostreptococcales sp. UNIPD2	WL_02	0.5984440454817475
370	AA	Peptostreptococcales sp. UNIPD2	WL_02	0.5984440454817475
1379	AA+Ab	Limnochordia sp. UNIPD22	WL_02	1.8795425978961313
1630	AA	Moorella thermoacetica UNIPD30	WL_02	0.6159655126232262
1189	AA	Limnochordia sp. UNIPD14	WL_02	43.664461500981155
1378	AA	Limnochordia sp. UNIPD22	WL_02	2.0960419003953024
2008	AA	P. thermosuccinogenes UNIPD28	WL_02	0.6107169551827618
1945	AA	Moorellia sp. UNIPD25	WL_02	0.5952380952380953
1819	AA	Tepidimicrobiaceae sp. UNIPD23	WL_02	4.617933704332301
1820	AA+Ab	Tepidimicrobiaceae sp. UNIPD23	WL_02	1.2859228897949222
180	Control	Firmicutes sp. UNIPD7	WL_02	1.2385007489787254
2007	Control	P. thermosuccinogenes UNIPD28	WL_02	0.6107169551827618
181	AA	Firmicutes sp. UNIPD7	WL_02	0.7057156820753061
1188	Control	Limnochordia sp. UNIPD14	WL_02	100.7697496730387
1568	AA+Ab	Carbobacillus sp. UNIPD11	WL_02	0.6081593587993164
2009	AA+Ab	P. thermosuccinogenes UNIPD28	WL_02	0.5654473851688089
1127	AA+Ab	Aeribacillus composti  UNIPD16	WL_02	
1126	AA	Aeribacillus composti  UNIPD16	WL_02	
1567	AA	Carbobacillus sp. UNIPD11	WL_02	1.2392762256406715
1566	Control	Carbobacillus sp. UNIPD11	WL_02	1.8731515105209269
182	AA+Ab	Firmicutes sp. UNIPD7	WL_02	0.9911175438293778
1062	Control	Peptococcales sp. UNIPD29	WL_02	0.5905584998382382
558	Control	Tepidanaerobacteraceae sp. UNIPD3	WL_02	5.605674439165764
1063	AA	Peptococcales sp. UNIPD29	WL_02	0.6212591766469822
1064	AA+Ab	Peptococcales sp. UNIPD29	WL_02	1.1504163228677335
1125	Control	Aeribacillus composti  UNIPD16	WL_02	
56	AA+Ab	C. subterraneus UNIPD13	WL_02	111.362444569589
243	Control	Acetivibrionales sp. UNIPD20	WL_02	0.5952380952380953
559	AA	Tepidanaerobacteraceae sp. UNIPD3	WL_02	17.994142561612282
811	AA	Tepidanaerobacteraceae sp. UNIPD1	WL_02	6.289308176100629
55	AA	C. subterraneus UNIPD13	WL_02	73.5376916683739
812	AA+Ab	Tepidanaerobacteraceae sp. UNIPD1	WL_02	6.289308176100629
1000	AA	G. thermodenitrificans UNIPD6	WL_02	
810	Control	Tepidanaerobacteraceae sp. UNIPD1	WL_02	6.289308176100629
999	Control	G. thermodenitrificans UNIPD6	WL_02	
1440	Control	C. subterraneus  UNIPD8	WL_02	192.6080691128643
54	Control	C. subterraneus UNIPD13	WL_02	188.29036341213467
1001	AA+Ab	G. thermodenitrificans UNIPD6	WL_02	
1881	Control	Moorellia sp. UNIPD5	WL_02	47.39515047313128
1882	AA	Moorellia sp. UNIPD5	WL_02	5.60641546784309
1818	Control	Tepidimicrobiaceae sp. UNIPD23	WL_02	6.190850259903044
245	AA+Ab	Acetivibrionales sp. UNIPD20	WL_02	0.5952380952380953
244	AA	Acetivibrionales sp. UNIPD20	WL_02	0.5952380952380953
560	AA+Ab	Tepidanaerobacteraceae sp. UNIPD3	WL_02	9.57734928058753
1944	Control	Moorellia sp. UNIPD25	WL_02	0.9920634920634921
1430	AA+Ab	C. subterraneus  UNIPD8	WL_03	65.51800106563897
548	AA+Ab	Tepidanaerobacteraceae sp. UNIPD3	WL_03	2.8719695755938712
105	Control	Tepidanaerobacteraceae sp. UNIPD27	WL_03	2.0979465826619763
863	AA+Ab	Peptococcales sp. UNIPD24	WL_03	6.189034959501461
1554	Control	Carbobacillus sp. UNIPD11	WL_03	1.7753771221648957
861	Control	Peptococcales sp. UNIPD24	WL_03	7.6856225162336145
862	AA	Peptococcales sp. UNIPD24	WL_03	6.918556720012124
1932	Control	Moorellia sp. UNIPD25	WL_03	1.1778563015312131
547	AA	Tepidanaerobacteraceae sp. UNIPD3	WL_03	4.772513744733298
43	AA	C. subterraneus UNIPD13	WL_03	73.19630902079506
1555	AA	Carbobacillus sp. UNIPD11	WL_03	2.286953824290844
1933	AA	Moorellia sp. UNIPD25	WL_03	1.1778563015312131
1934	AA+Ab	Moorellia sp. UNIPD25	WL_03	1.1778563015312131
44	AA+Ab	C. subterraneus UNIPD13	WL_03	47.599503326905996
800	AA+Ab	Tepidanaerobacteraceae sp. UNIPD1	WL_03	1.1655011655011656
799	AA	Tepidanaerobacteraceae sp. UNIPD1	WL_03	1.1655011655011656
485	AA+Ab	Tepidimicrobiaceae sp. UNIPD26	WL_03	1.28188613699185
798	Control	Tepidanaerobacteraceae sp. UNIPD1	WL_03	1.1655011655011656
546	Control	Tepidanaerobacteraceae sp. UNIPD3	WL_03	2.5251759590812513
484	AA	Tepidimicrobiaceae sp. UNIPD26	WL_03	2.541451838120272
1367	AA+Ab	Limnochordia sp. UNIPD22	WL_03	3.258630824691566
1617	Control	Moorella thermoacetica UNIPD30	WL_03	1.5760677258960973
1618	AA	Moorella thermoacetica UNIPD30	WL_03	1.2275469290711982
1619	AA+Ab	Moorella thermoacetica UNIPD30	WL_03	3.4096639793188377
1366	AA	Limnochordia sp. UNIPD22	WL_03	2.15828676253928
1556	AA+Ab	Carbobacillus sp. UNIPD11	WL_03	2.6579789526927686
1365	Control	Limnochordia sp. UNIPD22	WL_03	1.9184337516123764
483	Control	Tepidimicrobiaceae sp. UNIPD26	WL_03	3.8438126001165007
106	AA	Tepidanaerobacteraceae sp. UNIPD27	WL_03	31.147555817583314
359	AA+Ab	Peptostreptococcales sp. UNIPD2	WL_03	1.1737089201877935
422	AA+Ab	Tepidanaerobacteraceae sp. UNIPD32	WL_03	2.863363063926526
988	AA	G. thermodenitrificans UNIPD6	WL_03	1.2632277647863277
989	AA+Ab	G. thermodenitrificans UNIPD6	WL_03	1.2632277647863277
1176	Control	Limnochordia sp. UNIPD14	WL_03	38.134071689014036
1493	AA+Ab	Tissierellaceae sp. UNIPD12	WL_03	98.72074465397021
1996	AA	P. thermosuccinogenes UNIPD28	WL_03	1.1875051906331482
1997	AA+Ab	P. thermosuccinogenes UNIPD28	WL_03	1.6492215400756938
1492	AA	Tissierellaceae sp. UNIPD12	WL_03	76.40236698662706
1806	Control	Tepidimicrobiaceae sp. UNIPD23	WL_03	2.08831116059015
1807	AA	Tepidimicrobiaceae sp. UNIPD23	WL_03	1.0920953028787797
1808	AA+Ab	Tepidimicrobiaceae sp. UNIPD23	WL_03	1.2844268035202484
233	AA+Ab	Acetivibrionales sp. UNIPD20	WL_03	1.182033096926714
232	AA	Acetivibrionales sp. UNIPD20	WL_03	1.182033096926714
987	Control	G. thermodenitrificans UNIPD6	WL_03	1.2632277647863277
231	Control	Acetivibrionales sp. UNIPD20	WL_03	1.182033096926714
1050	Control	Peptococcales sp. UNIPD29	WL_03	2.2906292291662402
1051	AA	Peptococcales sp. UNIPD29	WL_03	1.2207197856923158
1052	AA+Ab	Peptococcales sp. UNIPD29	WL_03	2.2604671607225644
1115	AA+Ab	Aeribacillus composti  UNIPD16	WL_03	1.1695906432748535
1114	AA	Aeribacillus composti  UNIPD16	WL_03	1.1695906432748535
1113	Control	Aeribacillus composti  UNIPD16	WL_03	1.1695906432748535
1869	Control	Moorellia sp. UNIPD5	WL_03	10.171015414554926
170	AA+Ab	Firmicutes sp. UNIPD7	WL_03	1.9302533982970744
169	AA	Firmicutes sp. UNIPD7	WL_03	1.3744183039019076
168	Control	Firmicutes sp. UNIPD7	WL_03	2.4120451649690557
1870	AA	Moorellia sp. UNIPD5	WL_03	3.124158413056533
1871	AA+Ab	Moorellia sp. UNIPD5	WL_03	13.802640132630213
1491	Control	Tissierellaceae sp. UNIPD12	WL_03	100.53187419773714
107	AA+Ab	Tepidanaerobacteraceae sp. UNIPD27	WL_03	36.39155724990128
1177	AA	Limnochordia sp. UNIPD14	WL_03	38.251808073970814
294	Control	Lutisporaceae sp. UNIPD17	WL_03	2.14286248129936
421	AA	Tepidanaerobacteraceae sp. UNIPD32	WL_03	3.138763918493256
420	Control	Tepidanaerobacteraceae sp. UNIPD32	WL_03	1.4341694330369517
42	Control	C. subterraneus UNIPD13	WL_03	49.0948036306414
737	AA+Ab	Bacilli sp. UNIPD10	WL_03	2.5618348375965354
1680	Control	Symbiobacterium sp. UNIPD15	WL_03	7.21906544342075
736	AA	Bacilli sp. UNIPD10	WL_03	1.250796080076972
735	Control	Bacilli sp. UNIPD10	WL_03	1.2849814109863391
1681	AA	Symbiobacterium sp. UNIPD15	WL_03	11.060796930432042
1682	AA+Ab	Symbiobacterium sp. UNIPD15	WL_03	4.777256905342079
1241	AA+Ab	T. xylanilyticum UNIPD19	WL_03	3.0707584143609816
1240	AA	T. xylanilyticum UNIPD19	WL_03	2.6293618513897052
1239	Control	T. xylanilyticum UNIPD19	WL_03	1.622781642665922
1178	AA+Ab	Limnochordia sp. UNIPD14	WL_03	39.91099399470433
924	Control	Bacteria sp. UNIPD9	WL_03	
358	AA	Peptostreptococcales sp. UNIPD2	WL_03	1.1737089201877935
295	AA	Lutisporaceae sp. UNIPD17	WL_03	1.1980982436947238
296	AA+Ab	Lutisporaceae sp. UNIPD17	WL_03	1.496026334211496
1745	AA+Ab	Firmicutes sp. UNIPD31	WL_03	3.2643422886322
1744	AA	Firmicutes sp. UNIPD31	WL_03	3.580302306430051
1743	Control	Firmicutes sp. UNIPD31	WL_03	3.333968526755951
611	AA+Ab	S. terraclitae UNIPD18	WL_03	1.1574074074074074
1429	AA	C. subterraneus  UNIPD8	WL_03	81.39185890266579
1428	Control	C. subterraneus  UNIPD8	WL_03	46.03396462701639
1995	Control	P. thermosuccinogenes UNIPD28	WL_03	1.1875051906331482
609	Control	S. terraclitae UNIPD18	WL_03	1.1574074074074074
926	AA+Ab	Bacteria sp. UNIPD9	WL_03	
925	AA	Bacteria sp. UNIPD9	WL_03	
357	Control	Peptostreptococcales sp. UNIPD2	WL_03	1.1737089201877935
610	AA	S. terraclitae UNIPD18	WL_03	1.1574074074074074
1467	Control	Tissierellaceae sp. UNIPD12	WL_04	100.53187419773714
713	AA+Ab	Bacilli sp. UNIPD10	WL_04	2.5618348375965354
901	AA	Bacteria sp. UNIPD9	WL_04	
775	AA	Tepidanaerobacteraceae sp. UNIPD1	WL_04	1.1655011655011656
1215	Control	T. xylanilyticum UNIPD19	WL_04	1.622781642665922
20	AA+Ab	C. subterraneus UNIPD13	WL_04	47.599503326905996
19	AA	C. subterraneus UNIPD13	WL_04	73.19630902079506
963	Control	G. thermodenitrificans UNIPD6	WL_04	1.2632277647863277
964	AA	G. thermodenitrificans UNIPD6	WL_04	1.2632277647863277
965	AA+Ab	G. thermodenitrificans UNIPD6	WL_04	1.2632277647863277
1216	AA	T. xylanilyticum UNIPD19	WL_04	2.6293618513897052
18	Control	C. subterraneus UNIPD13	WL_04	49.0948036306414
