	Sample	MAG	Step	expr
1652	AA+Ab	Symbiobacterium sp. UNIPD15	WL_07	
1902	Control	Moorellia sp. UNIPD25	WL_07	0.5224660397074191
392	AA+Ab	Tepidanaerobacteraceae sp. UNIPD32	WL_07	1.0934950102151508
391	AA	Tepidanaerobacteraceae sp. UNIPD32	WL_07	1.3874055852192004
138	Control	Firmicutes sp. UNIPD7	WL_07	
139	AA	Firmicutes sp. UNIPD7	WL_07	
140	AA+Ab	Firmicutes sp. UNIPD7	WL_07	
1588	AA	Moorella thermoacetica UNIPD30	WL_07	0.5258242180929981
1399	AA	C. subterraneus  UNIPD8	WL_07	
1084	AA	Aeribacillus composti  UNIPD16	WL_07	
959	AA+Ab	G. thermodenitrificans UNIPD6	WL_07	
832	AA	Peptococcales sp. UNIPD24	WL_07	0.9821635815390017
831	Control	Peptococcales sp. UNIPD24	WL_07	0.8115320624751416
1210	AA	T. xylanilyticum UNIPD19	WL_07	
1148	AA+Ab	Limnochordia sp. UNIPD14	WL_07	
1147	AA	Limnochordia sp. UNIPD14	WL_07	
1146	Control	Limnochordia sp. UNIPD14	WL_07	
1211	AA+Ab	T. xylanilyticum UNIPD19	WL_07	
958	AA	G. thermodenitrificans UNIPD6	WL_07	
1398	Control	C. subterraneus  UNIPD8	WL_07	
1337	AA+Ab	Limnochordia sp. UNIPD22	WL_07	
1336	AA	Limnochordia sp. UNIPD22	WL_07	
1020	Control	Peptococcales sp. UNIPD29	WL_07	0.518358557851745
833	AA+Ab	Peptococcales sp. UNIPD24	WL_07	0.5685730865306
1022	AA+Ab	Peptococcales sp. UNIPD29	WL_07	0.5048849065877195
1021	AA	Peptococcales sp. UNIPD29	WL_07	0.5453058603797962
895	AA	Bacteria sp. UNIPD9	WL_07	0.4938271604938272
1083	Control	Aeribacillus composti  UNIPD16	WL_07	
894	Control	Bacteria sp. UNIPD9	WL_07	0.4938271604938272
957	Control	G. thermodenitrificans UNIPD6	WL_07	
896	AA+Ab	Bacteria sp. UNIPD9	WL_07	0.7407407407407408
1209	Control	T. xylanilyticum UNIPD19	WL_07	
1335	Control	Limnochordia sp. UNIPD22	WL_07	
956	AA+Ab	G. thermodenitrificans UNIPD6	WL_08	
1208	AA+Ab	T. xylanilyticum UNIPD19	WL_08	
1206	Control	T. xylanilyticum UNIPD19	WL_08	
1711	AA	Firmicutes sp. UNIPD31	WL_08	
1712	AA+Ab	Firmicutes sp. UNIPD31	WL_08	
326	AA+Ab	Peptostreptococcales sp. UNIPD2	WL_08	0.9182736455463728
325	AA	Peptostreptococcales sp. UNIPD2	WL_08	0.9182736455463728
324	Control	Peptostreptococcales sp. UNIPD2	WL_08	0.9182736455463728
955	AA	G. thermodenitrificans UNIPD6	WL_08	
1207	AA	T. xylanilyticum UNIPD19	WL_08	
1397	AA+Ab	C. subterraneus  UNIPD8	WL_08	
389	AA+Ab	Tepidanaerobacteraceae sp. UNIPD32	WL_08	2.4997669718401228
954	Control	G. thermodenitrificans UNIPD6	WL_08	
1649	AA+Ab	Symbiobacterium sp. UNIPD15	WL_08	
1648	AA	Symbiobacterium sp. UNIPD15	WL_08	
1647	Control	Symbiobacterium sp. UNIPD15	WL_08	
450	Control	Tepidimicrobiaceae sp. UNIPD26	WL_08	
451	AA	Tepidimicrobiaceae sp. UNIPD26	WL_08	
452	AA+Ab	Tepidimicrobiaceae sp. UNIPD26	WL_08	
513	Control	Tepidanaerobacteraceae sp. UNIPD3	WL_08	3.8227964239361105
893	AA+Ab	Bacteria sp. UNIPD9	WL_08	1.0394663712572039
892	AA	Bacteria sp. UNIPD9	WL_08	0.7437132480121593
891	Control	Bacteria sp. UNIPD9	WL_08	0.9087607578930871
388	AA	Tepidanaerobacteraceae sp. UNIPD32	WL_08	3.384590454002007
387	Control	Tepidanaerobacteraceae sp. UNIPD32	WL_08	1.7590482623956658
262	AA	Lutisporaceae sp. UNIPD17	WL_08	
1774	AA	Tepidimicrobiaceae sp. UNIPD23	WL_08	
1900	AA	Moorellia sp. UNIPD25	WL_08	
1901	AA+Ab	Moorellia sp. UNIPD25	WL_08	
135	Control	Firmicutes sp. UNIPD7	WL_08	
1080	Control	Aeribacillus composti  UNIPD16	WL_08	
74	AA+Ab	Tepidanaerobacteraceae sp. UNIPD27	WL_08	53.35458208836635
73	AA	Tepidanaerobacteraceae sp. UNIPD27	WL_08	37.52365390319264
72	Control	Tepidanaerobacteraceae sp. UNIPD27	WL_08	1.5712102040890763
1962	Control	P. thermosuccinogenes UNIPD28	WL_08	
1963	AA	P. thermosuccinogenes UNIPD28	WL_08	
1964	AA+Ab	P. thermosuccinogenes UNIPD28	WL_08	
1081	AA	Aeribacillus composti  UNIPD16	WL_08	
1082	AA+Ab	Aeribacillus composti  UNIPD16	WL_08	
11	AA+Ab	C. subterraneus UNIPD13	WL_08	
10	AA	C. subterraneus UNIPD13	WL_08	
9	Control	C. subterraneus UNIPD13	WL_08	
1899	Control	Moorellia sp. UNIPD25	WL_08	
1773	Control	Tepidimicrobiaceae sp. UNIPD23	WL_08	
136	AA	Firmicutes sp. UNIPD7	WL_08	
1143	Control	Limnochordia sp. UNIPD14	WL_08	
1775	AA+Ab	Tepidimicrobiaceae sp. UNIPD23	WL_08	
263	AA+Ab	Lutisporaceae sp. UNIPD17	WL_08	
1585	AA	Moorella thermoacetica UNIPD30	WL_08	0.7696108762549105
261	Control	Lutisporaceae sp. UNIPD17	WL_08	
1836	Control	Moorellia sp. UNIPD5	WL_08	38.01891134906137
1837	AA	Moorellia sp. UNIPD5	WL_08	6.647271825124391
1838	AA+Ab	Moorellia sp. UNIPD5	WL_08	36.224745801165966
1017	Control	Peptococcales sp. UNIPD29	WL_08	1.0238785136514343
1018	AA	Peptococcales sp. UNIPD29	WL_08	1.0771056932579255
1019	AA+Ab	Peptococcales sp. UNIPD29	WL_08	0.9972649238481888
200	AA+Ab	Acetivibrionales sp. UNIPD20	WL_08	0.7480627547093759
199	AA	Acetivibrionales sp. UNIPD20	WL_08	0.7480627547093759
198	Control	Acetivibrionales sp. UNIPD20	WL_08	0.7480627547093759
1145	AA+Ab	Limnochordia sp. UNIPD14	WL_08	
1144	AA	Limnochordia sp. UNIPD14	WL_08	
137	AA+Ab	Firmicutes sp. UNIPD7	WL_08	
1584	Control	Moorella thermoacetica UNIPD30	WL_08	1.0713943303633213
1710	Control	Firmicutes sp. UNIPD31	WL_08	
515	AA+Ab	Tepidanaerobacteraceae sp. UNIPD3	WL_08	8.27311834886496
578	AA+Ab	S. terraclitae UNIPD18	WL_08	
1523	AA+Ab	Carbobacillus sp. UNIPD11	WL_08	
1522	AA	Carbobacillus sp. UNIPD11	WL_08	
1521	Control	Carbobacillus sp. UNIPD11	WL_08	
702	Control	Bacilli sp. UNIPD10	WL_08	
514	AA	Tepidanaerobacteraceae sp. UNIPD3	WL_08	16.149942399515634
703	AA	Bacilli sp. UNIPD10	WL_08	
704	AA+Ab	Bacilli sp. UNIPD10	WL_08	
1460	AA+Ab	Tissierellaceae sp. UNIPD12	WL_08	
1459	AA	Tissierellaceae sp. UNIPD12	WL_08	
1458	Control	Tissierellaceae sp. UNIPD12	WL_08	
830	AA+Ab	Peptococcales sp. UNIPD24	WL_08	
829	AA	Peptococcales sp. UNIPD24	WL_08	
828	Control	Peptococcales sp. UNIPD24	WL_08	
765	Control	Tepidanaerobacteraceae sp. UNIPD1	WL_08	
766	AA	Tepidanaerobacteraceae sp. UNIPD1	WL_08	
767	AA+Ab	Tepidanaerobacteraceae sp. UNIPD1	WL_08	
1395	Control	C. subterraneus  UNIPD8	WL_08	
1396	AA	C. subterraneus  UNIPD8	WL_08	
577	AA	S. terraclitae UNIPD18	WL_08	
576	Control	S. terraclitae UNIPD18	WL_08	
1586	AA+Ab	Moorella thermoacetica UNIPD30	WL_08	1.999198378451722
1332	Control	Limnochordia sp. UNIPD22	WL_08	
1334	AA+Ab	Limnochordia sp. UNIPD22	WL_08	
1333	AA	Limnochordia sp. UNIPD22	WL_08	
221	AA+Ab	Acetivibrionales sp. UNIPD20	WL_09	1.0070493454179257
157	AA	Firmicutes sp. UNIPD7	WL_09	3.4128459618638516
158	AA+Ab	Firmicutes sp. UNIPD7	WL_09	1.972573320907871
724	AA	Bacilli sp. UNIPD10	WL_09	
1859	AA+Ab	Moorellia sp. UNIPD5	WL_09	111.75853903977496
1858	AA	Moorellia sp. UNIPD5	WL_09	61.19544401665695
1857	Control	Moorellia sp. UNIPD5	WL_09	149.62116925322007
1605	Control	Moorella thermoacetica UNIPD30	WL_09	1.673720121947282
723	Control	Bacilli sp. UNIPD10	WL_09	
849	Control	Peptococcales sp. UNIPD24	WL_09	2.651856319667577
1606	AA	Moorella thermoacetica UNIPD30	WL_09	1.716122821238839
1607	AA+Ab	Moorella thermoacetica UNIPD30	WL_09	7.789557546248724
1479	Control	Tissierellaceae sp. UNIPD12	WL_09	165.33905449183325
1481	AA+Ab	Tissierellaceae sp. UNIPD12	WL_09	195.2624131017504
156	Control	Firmicutes sp. UNIPD7	WL_09	2.5031188051585516
1164	Control	Limnochordia sp. UNIPD14	WL_09	114.14407914309805
1165	AA	Limnochordia sp. UNIPD14	WL_09	115.28908372789817
219	Control	Acetivibrionales sp. UNIPD20	WL_09	1.0070493454179257
220	AA	Acetivibrionales sp. UNIPD20	WL_09	1.0070493454179257
914	AA+Ab	Bacteria sp. UNIPD9	WL_09	5.58479748931228
1166	AA+Ab	Limnochordia sp. UNIPD14	WL_09	134.756444438763
1796	AA+Ab	Tepidimicrobiaceae sp. UNIPD23	WL_09	2.853088381503924
1794	Control	Tepidimicrobiaceae sp. UNIPD23	WL_09	5.353400571653215
282	Control	Lutisporaceae sp. UNIPD17	WL_09	8.109916880510584
977	AA+Ab	G. thermodenitrificans UNIPD6	WL_09	3.2010820315586566
976	AA	G. thermodenitrificans UNIPD6	WL_09	3.201082031558656
1355	AA+Ab	Limnochordia sp. UNIPD22	WL_09	24.304855202104847
1480	AA	Tissierellaceae sp. UNIPD12	WL_09	113.31455348516596
725	AA+Ab	Bacilli sp. UNIPD10	WL_09	
536	AA+Ab	Tepidanaerobacteraceae sp. UNIPD3	WL_09	2.3781950058966035
283	AA	Lutisporaceae sp. UNIPD17	WL_09	5.297840671337608
788	AA+Ab	Tepidanaerobacteraceae sp. UNIPD1	WL_09	1.6693763106430106
787	AA	Tepidanaerobacteraceae sp. UNIPD1	WL_09	1.2817794114182044
786	Control	Tepidanaerobacteraceae sp. UNIPD1	WL_09	1.540177344234742
30	Control	C. subterraneus UNIPD13	WL_09	113.23513127462485
1985	AA+Ab	P. thermosuccinogenes UNIPD28	WL_09	1.9132962881844908
1984	AA	P. thermosuccinogenes UNIPD28	WL_09	1.0332371447200803
1983	Control	P. thermosuccinogenes UNIPD28	WL_09	1.0332371447200803
31	AA	C. subterraneus UNIPD13	WL_09	116.37013286245985
32	AA+Ab	C. subterraneus UNIPD13	WL_09	80.74969583021944
1101	Control	Aeribacillus composti  UNIPD16	WL_09	1.0256410256410255
1102	AA	Aeribacillus composti  UNIPD16	WL_09	1.0256410256410255
1103	AA+Ab	Aeribacillus composti  UNIPD16	WL_09	1.0256410256410255
912	Control	Bacteria sp. UNIPD9	WL_09	1.3399189463019254
1416	Control	C. subterraneus  UNIPD8	WL_09	96.22495981116737
1418	AA+Ab	C. subterraneus  UNIPD8	WL_09	77.56494683906195
93	Control	Tepidanaerobacteraceae sp. UNIPD27	WL_09	6.632268441571568
94	AA	Tepidanaerobacteraceae sp. UNIPD27	WL_09	7.0400150029471895
95	AA+Ab	Tepidanaerobacteraceae sp. UNIPD27	WL_09	7.123797720503594
1922	AA+Ab	Moorellia sp. UNIPD25	WL_09	2.4752475247524752
1921	AA	Moorellia sp. UNIPD25	WL_09	1.6501650165016502
1920	Control	Moorellia sp. UNIPD25	WL_09	2.2002200220022003
1040	AA+Ab	Peptococcales sp. UNIPD29	WL_09	2.5302438426695364
1039	AA	Peptococcales sp. UNIPD29	WL_09	1.821876336031675
1038	Control	Peptococcales sp. UNIPD29	WL_09	2.065272722665497
534	Control	Tepidanaerobacteraceae sp. UNIPD3	WL_09	4.2669005543434855
535	AA	Tepidanaerobacteraceae sp. UNIPD3	WL_09	3.2715007594873273
1417	AA	C. subterraneus  UNIPD8	WL_09	122.45115399184539
284	AA+Ab	Lutisporaceae sp. UNIPD17	WL_09	2.2050804821971526
1795	AA	Tepidimicrobiaceae sp. UNIPD23	WL_09	4.015779543163005
1353	Control	Limnochordia sp. UNIPD22	WL_09	61.97201221477331
851	AA+Ab	Peptococcales sp. UNIPD24	WL_09	3.8273738579144334
1732	AA	Firmicutes sp. UNIPD31	WL_09	3.0464751704902784
1668	Control	Symbiobacterium sp. UNIPD15	WL_09	12.539116866671288
1669	AA	Symbiobacterium sp. UNIPD15	WL_09	22.06962339898691
1670	AA+Ab	Symbiobacterium sp. UNIPD15	WL_09	10.505454968809698
1227	Control	T. xylanilyticum UNIPD19	WL_09	2.383460537665573
1731	Control	Firmicutes sp. UNIPD31	WL_09	1.6847354790149265
850	AA	Peptococcales sp. UNIPD24	WL_09	3.8851296932263284
597	Control	S. terraclitae UNIPD18	WL_09	2.3028209556706964
1228	AA	T. xylanilyticum UNIPD19	WL_09	4.413571679118432
1229	AA+Ab	T. xylanilyticum UNIPD19	WL_09	1.8287833162189324
598	AA	S. terraclitae UNIPD18	WL_09	1.7271157167530224
1543	AA	Carbobacillus sp. UNIPD11	WL_09	3.24875683450662
410	AA+Ab	Tepidanaerobacteraceae sp. UNIPD32	WL_09	2.410271934132505
599	AA+Ab	S. terraclitae UNIPD18	WL_09	3.454231433506045
345	Control	Peptostreptococcales sp. UNIPD2	WL_09	1.736111111111111
346	AA	Peptostreptococcales sp. UNIPD2	WL_09	1.736111111111111
347	AA+Ab	Peptostreptococcales sp. UNIPD2	WL_09	1.736111111111111
473	AA+Ab	Tepidimicrobiaceae sp. UNIPD26	WL_09	5.386931565539747
409	AA	Tepidanaerobacteraceae sp. UNIPD32	WL_09	1.8146908964937982
472	AA	Tepidimicrobiaceae sp. UNIPD26	WL_09	6.230263984008971
408	Control	Tepidanaerobacteraceae sp. UNIPD32	WL_09	1.7821951211538736
471	Control	Tepidimicrobiaceae sp. UNIPD26	WL_09	6.645099321150582
913	AA	Bacteria sp. UNIPD9	WL_09	1.3399189463019254
1354	AA	Limnochordia sp. UNIPD22	WL_09	12.680610057676182
975	Control	G. thermodenitrificans UNIPD6	WL_09	3.201082031558656
1542	Control	Carbobacillus sp. UNIPD11	WL_09	4.842217163793629
1544	AA+Ab	Carbobacillus sp. UNIPD11	WL_09	4.866587393853715
1733	AA+Ab	Firmicutes sp. UNIPD31	WL_09	3.4184044294771034
1046	AA+Ab	Peptococcales sp. UNIPD29	WL_10	1.2079371390111187
1928	AA+Ab	Moorellia sp. UNIPD25	WL_10	0.835421888053467
99	Control	Tepidanaerobacteraceae sp. UNIPD27	WL_10	4.033041108476023
1927	AA	Moorellia sp. UNIPD25	WL_10	1.113895850737956
1926	Control	Moorellia sp. UNIPD25	WL_10	1.113895850737956
1674	Control	Symbiobacterium sp. UNIPD15	WL_10	3.5744406201413828
1675	AA	Symbiobacterium sp. UNIPD15	WL_10	18.85510429826729
1676	AA+Ab	Symbiobacterium sp. UNIPD15	WL_10	12.259514085854093
100	AA	Tepidanaerobacteraceae sp. UNIPD27	WL_10	1.2537290320936552
101	AA+Ab	Tepidanaerobacteraceae sp. UNIPD27	WL_10	2.635056148623384
1044	Control	Peptococcales sp. UNIPD29	WL_10	1.6535637995470693
1045	AA	Peptococcales sp. UNIPD29	WL_10	0.869762847305775
1424	AA+Ab	C. subterraneus  UNIPD8	WL_10	94.1159308218549
288	Control	Lutisporaceae sp. UNIPD17	WL_10	3.648447949451652
1422	Control	C. subterraneus  UNIPD8	WL_10	166.58447736515174
541	AA	Tepidanaerobacteraceae sp. UNIPD3	WL_10	1.8946977747676013
792	Control	Tepidanaerobacteraceae sp. UNIPD1	WL_10	0.8375209380234506
542	AA+Ab	Tepidanaerobacteraceae sp. UNIPD3	WL_10	1.483252090651034
1550	AA+Ab	Carbobacillus sp. UNIPD11	WL_10	3.088344721192486
1235	AA+Ab	T. xylanilyticum UNIPD19	WL_10	1.7402123161350294
1234	AA	T. xylanilyticum UNIPD19	WL_10	5.840515906201849
1549	AA	Carbobacillus sp. UNIPD11	WL_10	1.7081915542614656
1991	AA+Ab	P. thermosuccinogenes UNIPD28	WL_10	0.7936103651492055
1990	AA	P. thermosuccinogenes UNIPD28	WL_10	0.8571466037652798
1989	Control	P. thermosuccinogenes UNIPD28	WL_10	0.8571466037652798
1423	AA	C. subterraneus  UNIPD8	WL_10	126.90903111612329
1548	Control	Carbobacillus sp. UNIPD11	WL_10	2.833077807997696
36	Control	C. subterraneus UNIPD13	WL_10	168.90258581053345
37	AA	C. subterraneus UNIPD13	WL_10	121.93520428429963
38	AA+Ab	C. subterraneus UNIPD13	WL_10	88.62935560356149
416	AA+Ab	Tepidanaerobacteraceae sp. UNIPD32	WL_10	1.4445212074446137
415	AA	Tepidanaerobacteraceae sp. UNIPD32	WL_10	0.8419630714381562
1107	Control	Aeribacillus composti  UNIPD16	WL_10	4.065040650406504
793	AA	Tepidanaerobacteraceae sp. UNIPD1	WL_10	0.8375209380234506
414	Control	Tepidanaerobacteraceae sp. UNIPD32	WL_10	1.378387287223112
1108	AA	Aeribacillus composti  UNIPD16	WL_10	4.065040650406504
1109	AA+Ab	Aeribacillus composti  UNIPD16	WL_10	4.065040650406504
1233	Control	T. xylanilyticum UNIPD19	WL_10	2.580588852810841
919	AA	Bacteria sp. UNIPD9	WL_10	1.3993842709207946
729	Control	Bacilli sp. UNIPD10	WL_10	2.3420239083655496
920	AA+Ab	Bacteria sp. UNIPD9	WL_10	2.0938023450586267
227	AA+Ab	Acetivibrionales sp. UNIPD20	WL_10	0.8375209380234506
1739	AA+Ab	Firmicutes sp. UNIPD31	WL_10	3.1701109596961268
1170	Control	Limnochordia sp. UNIPD14	WL_10	69.0327132792374
1171	AA	Limnochordia sp. UNIPD14	WL_10	54.33377407022365
1485	Control	Tissierellaceae sp. UNIPD12	WL_10	293.93684112303725
1802	AA+Ab	Tepidimicrobiaceae sp. UNIPD23	WL_10	4.565957203165428
1801	AA	Tepidimicrobiaceae sp. UNIPD23	WL_10	1.9900146160068353
1800	Control	Tepidimicrobiaceae sp. UNIPD23	WL_10	2.280373952667949
1611	Control	Moorella thermoacetica UNIPD30	WL_10	0.845270714852773
1486	AA	Tissierellaceae sp. UNIPD12	WL_10	202.4232041999278
1487	AA+Ab	Tissierellaceae sp. UNIPD12	WL_10	277.8371948308637
1172	AA+Ab	Limnochordia sp. UNIPD14	WL_10	117.19401227749162
983	AA+Ab	G. thermodenitrificans UNIPD6	WL_10	0.9068511661564316
982	AA	G. thermodenitrificans UNIPD6	WL_10	0.9068511661564317
603	Control	S. terraclitae UNIPD18	WL_10	1.113895850737956
981	Control	G. thermodenitrificans UNIPD6	WL_10	0.9068511661564317
604	AA	S. terraclitae UNIPD18	WL_10	0.835421888053467
605	AA+Ab	S. terraclitae UNIPD18	WL_10	0.835421888053467
1612	AA	Moorella thermoacetica UNIPD30	WL_10	0.8666851433894639
1359	Control	Limnochordia sp. UNIPD22	WL_10	4.713851147035553
290	AA+Ab	Lutisporaceae sp. UNIPD17	WL_10	1.0610913598542688
226	AA	Acetivibrionales sp. UNIPD20	WL_10	0.8375209380234506
225	Control	Acetivibrionales sp. UNIPD20	WL_10	0.8375209380234506
1738	AA	Firmicutes sp. UNIPD31	WL_10	4.213544842160382
1737	Control	Firmicutes sp. UNIPD31	WL_10	4.930933372895173
540	Control	Tepidanaerobacteraceae sp. UNIPD3	WL_10	1.769114434202231
731	AA+Ab	Bacilli sp. UNIPD10	WL_10	1.7958590946970687
730	AA	Bacilli sp. UNIPD10	WL_10	2.4597590269667893
289	AA	Lutisporaceae sp. UNIPD17	WL_10	1.386504779311238
857	AA+Ab	Peptococcales sp. UNIPD24	WL_10	1.60889102576666
856	AA	Peptococcales sp. UNIPD24	WL_10	1.5754002310400026
353	AA+Ab	Peptostreptococcales sp. UNIPD2	WL_10	2.083333333333333
352	AA	Peptostreptococcales sp. UNIPD2	WL_10	2.083333333333333
162	Control	Firmicutes sp. UNIPD7	WL_10	1.9058345672007686
163	AA	Firmicutes sp. UNIPD7	WL_10	0.9851720173331969
794	AA+Ab	Tepidanaerobacteraceae sp. UNIPD1	WL_10	0.8375209380234506
164	AA+Ab	Firmicutes sp. UNIPD7	WL_10	1.3835901551703342
1865	AA+Ab	Moorellia sp. UNIPD5	WL_10	8.868189607831354
1864	AA	Moorellia sp. UNIPD5	WL_10	4.268309667635257
1863	Control	Moorellia sp. UNIPD5	WL_10	9.630022142178001
477	Control	Tepidimicrobiaceae sp. UNIPD26	WL_10	3.0453831699542104
479	AA+Ab	Tepidimicrobiaceae sp. UNIPD26	WL_10	2.648345364552878
478	AA	Tepidimicrobiaceae sp. UNIPD26	WL_10	4.639787028066819
1613	AA+Ab	Moorella thermoacetica UNIPD30	WL_10	1.2036627866690883
351	Control	Peptostreptococcales sp. UNIPD2	WL_10	2.083333333333333
1361	AA+Ab	Limnochordia sp. UNIPD22	WL_10	5.236883018482366
1360	AA	Limnochordia sp. UNIPD22	WL_10	2.0981951605358473
855	Control	Peptococcales sp. UNIPD24	WL_10	2.081783862343364
918	Control	Bacteria sp. UNIPD9	WL_10	1.3993842709207949
